epoch (ms),time (03:00),elapsed (s),w (number),x (number),y (number), z (number)
1597051858406,2020-08-10T12.30.58.406,44.111,0.997,-0.020,0.009,-0.070
1597051858416,2020-08-10T12.30.58.416,44.121,0.997,-0.020,0.009,-0.070
1597051858425,2020-08-10T12.30.58.425,44.130,0.997,-0.021,0.009,-0.070
1597051858435,2020-08-10T12.30.58.435,44.140,0.997,-0.021,0.009,-0.070
1597051858445,2020-08-10T12.30.58.445,44.150,0.997,-0.021,0.009,-0.070
1597051858455,2020-08-10T12.30.58.455,44.160,0.997,-0.020,0.009,-0.070
1597051858466,2020-08-10T12.30.58.466,44.171,0.997,-0.020,0.009,-0.070
1597051858474,2020-08-10T12.30.58.474,44.179,0.997,-0.020,0.009,-0.070
1597051858485,2020-08-10T12.30.58.485,44.190,0.997,-0.020,0.009,-0.070
1597051858495,2020-08-10T12.30.58.495,44.200,0.997,-0.020,0.009,-0.070
1597051858505,2020-08-10T12.30.58.505,44.210,0.997,-0.020,0.009,-0.070
1597051858515,2020-08-10T12.30.58.515,44.220,0.997,-0.020,0.009,-0.070
1597051858524,2020-08-10T12.30.58.524,44.229,0.997,-0.021,0.009,-0.070
1597051858536,2020-08-10T12.30.58.536,44.241,0.997,-0.021,0.009,-0.070
1597051858545,2020-08-10T12.30.58.545,44.250,0.997,-0.021,0.009,-0.071
1597051858555,2020-08-10T12.30.58.555,44.260,0.997,-0.021,0.009,-0.071
1597051858565,2020-08-10T12.30.58.565,44.270,0.997,-0.021,0.009,-0.071
1597051858574,2020-08-10T12.30.58.574,44.279,0.997,-0.021,0.009,-0.071
1597051858584,2020-08-10T12.30.58.584,44.289,0.997,-0.021,0.009,-0.071
1597051858595,2020-08-10T12.30.58.595,44.300,0.997,-0.021,0.009,-0.071
1597051858605,2020-08-10T12.30.58.605,44.310,0.997,-0.021,0.009,-0.071
1597051858615,2020-08-10T12.30.58.615,44.320,0.997,-0.021,0.009,-0.071
1597051858624,2020-08-10T12.30.58.624,44.329,0.997,-0.021,0.009,-0.071
1597051858634,2020-08-10T12.30.58.634,44.339,0.997,-0.021,0.009,-0.071
1597051858644,2020-08-10T12.30.58.644,44.349,0.997,-0.021,0.009,-0.071
1597051858655,2020-08-10T12.30.58.655,44.360,0.997,-0.021,0.009,-0.071
1597051858665,2020-08-10T12.30.58.665,44.370,0.997,-0.021,0.009,-0.071
1597051858674,2020-08-10T12.30.58.674,44.379,0.997,-0.020,0.009,-0.070
1597051858684,2020-08-10T12.30.58.684,44.389,0.997,-0.020,0.009,-0.070
1597051858694,2020-08-10T12.30.58.694,44.399,0.997,-0.020,0.009,-0.070
1597051858704,2020-08-10T12.30.58.704,44.409,0.997,-0.020,0.009,-0.070
1597051858715,2020-08-10T12.30.58.715,44.420,0.997,-0.020,0.009,-0.070
1597051858723,2020-08-10T12.30.58.723,44.428,0.997,-0.020,0.009,-0.070
1597051858734,2020-08-10T12.30.58.734,44.439,0.997,-0.020,0.009,-0.070
1597051858744,2020-08-10T12.30.58.744,44.449,0.997,-0.020,0.009,-0.070
1597051858754,2020-08-10T12.30.58.754,44.459,0.997,-0.020,0.009,-0.070
1597051858764,2020-08-10T12.30.58.764,44.469,0.997,-0.020,0.009,-0.070
1597051858775,2020-08-10T12.30.58.775,44.480,0.997,-0.020,0.009,-0.070
1597051858783,2020-08-10T12.30.58.783,44.488,0.997,-0.020,0.008,-0.070
1597051858794,2020-08-10T12.30.58.794,44.499,0.997,-0.020,0.008,-0.070
1597051858804,2020-08-10T12.30.58.804,44.509,0.997,-0.020,0.008,-0.070
1597051858814,2020-08-10T12.30.58.814,44.519,0.997,-0.020,0.008,-0.070
1597051858825,2020-08-10T12.30.58.825,44.530,0.997,-0.020,0.008,-0.070
1597051858833,2020-08-10T12.30.58.833,44.538,0.997,-0.020,0.008,-0.070
1597051858844,2020-08-10T12.30.58.844,44.549,0.997,-0.020,0.008,-0.070
1597051858854,2020-08-10T12.30.58.854,44.559,0.997,-0.020,0.007,-0.070
1597051858864,2020-08-10T12.30.58.864,44.569,0.997,-0.020,0.007,-0.070
1597051858874,2020-08-10T12.30.58.874,44.579,0.997,-0.019,0.007,-0.070
1597051858883,2020-08-10T12.30.58.883,44.588,0.997,-0.019,0.007,-0.070
1597051858893,2020-08-10T12.30.58.893,44.598,0.997,-0.019,0.007,-0.070
1597051858904,2020-08-10T12.30.58.904,44.609,0.997,-0.019,0.007,-0.070
1597051858914,2020-08-10T12.30.58.914,44.619,0.997,-0.019,0.007,-0.069
1597051858924,2020-08-10T12.30.58.924,44.629,0.997,-0.020,0.007,-0.069
1597051858933,2020-08-10T12.30.58.933,44.638,0.997,-0.020,0.007,-0.069
1597051858943,2020-08-10T12.30.58.943,44.648,0.997,-0.019,0.007,-0.069
1597051858953,2020-08-10T12.30.58.953,44.658,0.997,-0.019,0.007,-0.069
1597051858964,2020-08-10T12.30.58.964,44.669,0.997,-0.020,0.007,-0.069
1597051858974,2020-08-10T12.30.58.974,44.679,0.997,-0.020,0.007,-0.069
1597051858983,2020-08-10T12.30.58.983,44.688,0.997,-0.020,0.007,-0.069
1597051858993,2020-08-10T12.30.58.993,44.698,0.997,-0.020,0.007,-0.069
1597051859003,2020-08-10T12.30.59.003,44.708,0.997,-0.019,0.007,-0.069
1597051859013,2020-08-10T12.30.59.013,44.718,0.997,-0.019,0.007,-0.069
1597051859024,2020-08-10T12.30.59.024,44.729,0.997,-0.019,0.008,-0.069
1597051859033,2020-08-10T12.30.59.033,44.738,0.997,-0.019,0.008,-0.069
1597051859043,2020-08-10T12.30.59.043,44.748,0.997,-0.019,0.008,-0.069
1597051859053,2020-08-10T12.30.59.053,44.758,0.997,-0.019,0.008,-0.069
1597051859063,2020-08-10T12.30.59.063,44.768,0.997,-0.019,0.008,-0.069
1597051859074,2020-08-10T12.30.59.074,44.779,0.997,-0.019,0.008,-0.069
1597051859082,2020-08-10T12.30.59.082,44.787,0.997,-0.019,0.007,-0.069
1597051859094,2020-08-10T12.30.59.094,44.799,0.997,-0.019,0.007,-0.069
1597051859103,2020-08-10T12.30.59.103,44.808,0.997,-0.019,0.007,-0.070
1597051859113,2020-08-10T12.30.59.113,44.818,0.997,-0.019,0.007,-0.070
1597051859123,2020-08-10T12.30.59.123,44.828,0.997,-0.019,0.007,-0.070
1597051859134,2020-08-10T12.30.59.134,44.839,0.997,-0.019,0.007,-0.070
1597051859142,2020-08-10T12.30.59.142,44.847,0.997,-0.019,0.007,-0.070
1597051859153,2020-08-10T12.30.59.153,44.858,0.997,-0.019,0.007,-0.070
1597051859163,2020-08-10T12.30.59.163,44.868,0.997,-0.019,0.007,-0.070
1597051859173,2020-08-10T12.30.59.173,44.878,0.997,-0.019,0.007,-0.070
1597051859182,2020-08-10T12.30.59.182,44.887,0.997,-0.019,0.007,-0.070
1597051859192,2020-08-10T12.30.59.192,44.897,0.997,-0.019,0.006,-0.070
1597051859202,2020-08-10T12.30.59.202,44.907,0.997,-0.018,0.006,-0.070
1597051859213,2020-08-10T12.30.59.213,44.918,0.997,-0.018,0.006,-0.070
1597051859223,2020-08-10T12.30.59.223,44.928,0.997,-0.018,0.006,-0.070
1597051859233,2020-08-10T12.30.59.233,44.938,0.997,-0.018,0.006,-0.070
1597051859242,2020-08-10T12.30.59.242,44.947,0.997,-0.019,0.006,-0.070
1597051859252,2020-08-10T12.30.59.252,44.957,0.997,-0.019,0.006,-0.070
1597051859262,2020-08-10T12.30.59.262,44.967,0.997,-0.019,0.006,-0.070
1597051859273,2020-08-10T12.30.59.273,44.978,0.997,-0.019,0.006,-0.070
1597051859283,2020-08-10T12.30.59.283,44.988,0.997,-0.019,0.007,-0.069
1597051859292,2020-08-10T12.30.59.292,44.997,0.997,-0.019,0.007,-0.069
1597051859302,2020-08-10T12.30.59.302,45.007,0.997,-0.020,0.007,-0.069
1597051859312,2020-08-10T12.30.59.312,45.017,0.997,-0.019,0.007,-0.069
1597051859323,2020-08-10T12.30.59.323,45.028,0.997,-0.019,0.007,-0.069
1597051859333,2020-08-10T12.30.59.333,45.038,0.997,-0.019,0.007,-0.069
1597051859342,2020-08-10T12.30.59.342,45.047,0.997,-0.019,0.007,-0.069
1597051859352,2020-08-10T12.30.59.352,45.057,0.997,-0.019,0.007,-0.069
1597051859362,2020-08-10T12.30.59.362,45.067,0.997,-0.019,0.007,-0.069
1597051859372,2020-08-10T12.30.59.372,45.077,0.997,-0.019,0.007,-0.069
1597051859383,2020-08-10T12.30.59.383,45.088,0.997,-0.019,0.007,-0.069
1597051859391,2020-08-10T12.30.59.391,45.096,0.997,-0.019,0.007,-0.069
1597051859402,2020-08-10T12.30.59.402,45.107,0.997,-0.019,0.007,-0.069
1597051859412,2020-08-10T12.30.59.412,45.117,0.997,-0.019,0.007,-0.069
1597051859422,2020-08-10T12.30.59.422,45.127,0.997,-0.019,0.007,-0.069
1597051859432,2020-08-10T12.30.59.432,45.137,0.997,-0.019,0.007,-0.069
1597051859441,2020-08-10T12.30.59.441,45.146,0.997,-0.019,0.007,-0.069
1597051859451,2020-08-10T12.30.59.451,45.156,0.997,-0.019,0.007,-0.069
1597051859462,2020-08-10T12.30.59.462,45.167,0.997,-0.019,0.007,-0.069
1597051859472,2020-08-10T12.30.59.472,45.177,0.997,-0.019,0.007,-0.069
1597051859482,2020-08-10T12.30.59.482,45.187,0.997,-0.019,0.007,-0.069
1597051859492,2020-08-10T12.30.59.492,45.197,0.997,-0.019,0.007,-0.069
1597051859501,2020-08-10T12.30.59.501,45.206,0.997,-0.019,0.007,-0.069
1597051859512,2020-08-10T12.30.59.512,45.217,0.997,-0.020,0.007,-0.069
1597051859522,2020-08-10T12.30.59.522,45.227,0.997,-0.020,0.007,-0.069
1597051859532,2020-08-10T12.30.59.532,45.237,0.997,-0.020,0.007,-0.069
1597051859541,2020-08-10T12.30.59.541,45.246,0.997,-0.020,0.007,-0.069
1597051859551,2020-08-10T12.30.59.551,45.256,0.997,-0.020,0.007,-0.069
1597051859561,2020-08-10T12.30.59.561,45.266,0.997,-0.020,0.007,-0.069
1597051859572,2020-08-10T12.30.59.572,45.277,0.997,-0.021,0.007,-0.069
1597051859582,2020-08-10T12.30.59.582,45.287,0.997,-0.020,0.007,-0.069
1597051859592,2020-08-10T12.30.59.592,45.297,0.997,-0.020,0.007,-0.069
1597051859601,2020-08-10T12.30.59.601,45.306,0.997,-0.020,0.007,-0.069
1597051859611,2020-08-10T12.30.59.611,45.316,0.997,-0.020,0.007,-0.069
1597051859621,2020-08-10T12.30.59.621,45.326,0.997,-0.021,0.007,-0.069
1597051859632,2020-08-10T12.30.59.632,45.337,0.997,-0.021,0.007,-0.068
1597051859642,2020-08-10T12.30.59.642,45.347,0.997,-0.021,0.007,-0.068
1597051859652,2020-08-10T12.30.59.652,45.357,0.997,-0.021,0.007,-0.068
1597051859661,2020-08-10T12.30.59.661,45.366,0.997,-0.021,0.007,-0.068
1597051859671,2020-08-10T12.30.59.671,45.376,0.997,-0.021,0.007,-0.068
1597051859681,2020-08-10T12.30.59.681,45.386,0.997,-0.021,0.007,-0.068
1597051859692,2020-08-10T12.30.59.692,45.397,0.997,-0.021,0.007,-0.068
1597051859700,2020-08-10T12.30.59.700,45.405,0.997,-0.021,0.007,-0.068
1597051859711,2020-08-10T12.30.59.711,45.416,0.997,-0.021,0.007,-0.068
1597051859721,2020-08-10T12.30.59.721,45.426,0.997,-0.021,0.007,-0.069
1597051859731,2020-08-10T12.30.59.731,45.436,0.997,-0.020,0.006,-0.069
1597051859741,2020-08-10T12.30.59.741,45.446,0.997,-0.020,0.006,-0.069
1597051859750,2020-08-10T12.30.59.750,45.455,0.997,-0.020,0.006,-0.069
1597051859761,2020-08-10T12.30.59.761,45.466,0.997,-0.020,0.006,-0.069
1597051859771,2020-08-10T12.30.59.771,45.476,0.997,-0.020,0.006,-0.069
1597051859781,2020-08-10T12.30.59.781,45.486,0.997,-0.020,0.006,-0.069
1597051859791,2020-08-10T12.30.59.791,45.496,0.997,-0.020,0.006,-0.069
1597051859800,2020-08-10T12.30.59.800,45.505,0.997,-0.020,0.006,-0.070
1597051859810,2020-08-10T12.30.59.810,45.515,0.997,-0.020,0.006,-0.070
1597051859821,2020-08-10T12.30.59.821,45.526,0.997,-0.020,0.006,-0.070
1597051859831,2020-08-10T12.30.59.831,45.536,0.997,-0.019,0.006,-0.070
1597051859841,2020-08-10T12.30.59.841,45.546,0.997,-0.019,0.006,-0.070
1597051859850,2020-08-10T12.30.59.850,45.555,0.997,-0.019,0.006,-0.070
1597051859860,2020-08-10T12.30.59.860,45.565,0.997,-0.019,0.005,-0.070
1597051859870,2020-08-10T12.30.59.870,45.575,0.997,-0.019,0.005,-0.070
1597051859881,2020-08-10T12.30.59.881,45.586,0.997,-0.019,0.005,-0.071
1597051859891,2020-08-10T12.30.59.891,45.596,0.997,-0.020,0.005,-0.071
1597051859900,2020-08-10T12.30.59.900,45.605,0.997,-0.020,0.006,-0.071
1597051859910,2020-08-10T12.30.59.910,45.615,0.997,-0.020,0.006,-0.071
1597051859920,2020-08-10T12.30.59.920,45.625,0.997,-0.020,0.006,-0.071
1597051859930,2020-08-10T12.30.59.930,45.635,0.997,-0.020,0.006,-0.071
1597051859941,2020-08-10T12.30.59.941,45.646,0.997,-0.020,0.006,-0.071
1597051859950,2020-08-10T12.30.59.950,45.655,0.997,-0.019,0.006,-0.071
1597051859960,2020-08-10T12.30.59.960,45.665,0.997,-0.019,0.006,-0.071
1597051859970,2020-08-10T12.30.59.970,45.675,0.997,-0.019,0.006,-0.071
1597051859980,2020-08-10T12.30.59.980,45.685,0.997,-0.019,0.006,-0.071
1597051859991,2020-08-10T12.30.59.991,45.696,0.997,-0.019,0.005,-0.071
1597051859999,2020-08-10T12.30.59.999,45.704,0.997,-0.019,0.005,-0.071
1597051860010,2020-08-10T12.31.00.010,45.715,0.997,-0.019,0.005,-0.071
1597051860020,2020-08-10T12.31.00.020,45.725,0.997,-0.019,0.005,-0.071
1597051860030,2020-08-10T12.31.00.030,45.735,0.997,-0.019,0.005,-0.071
1597051860040,2020-08-10T12.31.00.040,45.745,0.997,-0.019,0.005,-0.071
1597051860051,2020-08-10T12.31.00.051,45.756,0.997,-0.019,0.005,-0.071
1597051860059,2020-08-10T12.31.00.059,45.764,0.997,-0.019,0.005,-0.071
1597051860070,2020-08-10T12.31.00.070,45.775,0.997,-0.019,0.005,-0.071
1597051860080,2020-08-10T12.31.00.080,45.785,0.997,-0.019,0.005,-0.070
1597051860090,2020-08-10T12.31.00.090,45.795,0.997,-0.019,0.005,-0.070
1597051860099,2020-08-10T12.31.00.099,45.804,0.997,-0.020,0.005,-0.070
1597051860109,2020-08-10T12.31.00.109,45.814,0.997,-0.019,0.005,-0.070
1597051860119,2020-08-10T12.31.00.119,45.824,0.997,-0.019,0.005,-0.071
1597051860130,2020-08-10T12.31.00.130,45.835,0.997,-0.019,0.005,-0.071
1597051860140,2020-08-10T12.31.00.140,45.845,0.997,-0.019,0.005,-0.071
1597051860150,2020-08-10T12.31.00.150,45.855,0.997,-0.019,0.005,-0.071
1597051860159,2020-08-10T12.31.00.159,45.864,0.997,-0.019,0.005,-0.071
1597051860169,2020-08-10T12.31.00.169,45.874,0.997,-0.020,0.005,-0.071
1597051860179,2020-08-10T12.31.00.179,45.884,0.997,-0.020,0.005,-0.071
1597051860190,2020-08-10T12.31.00.190,45.895,0.997,-0.020,0.005,-0.071
1597051860200,2020-08-10T12.31.00.200,45.905,0.997,-0.020,0.005,-0.071
1597051860210,2020-08-10T12.31.00.210,45.915,0.997,-0.019,0.005,-0.071
1597051860219,2020-08-10T12.31.00.219,45.924,0.997,-0.019,0.005,-0.071
1597051860229,2020-08-10T12.31.00.229,45.934,0.997,-0.019,0.005,-0.071
1597051860240,2020-08-10T12.31.00.240,45.945,0.997,-0.019,0.005,-0.071
1597051860250,2020-08-10T12.31.00.250,45.955,0.997,-0.019,0.005,-0.072
1597051860259,2020-08-10T12.31.00.259,45.964,0.997,-0.019,0.005,-0.072
1597051860269,2020-08-10T12.31.00.269,45.974,0.997,-0.019,0.005,-0.072
1597051860279,2020-08-10T12.31.00.279,45.984,0.997,-0.019,0.005,-0.072
1597051860289,2020-08-10T12.31.00.289,45.994,0.997,-0.019,0.005,-0.072
1597051860300,2020-08-10T12.31.00.300,46.005,0.997,-0.019,0.005,-0.072
1597051860308,2020-08-10T12.31.00.308,46.013,0.997,-0.019,0.005,-0.072
1597051860319,2020-08-10T12.31.00.319,46.024,0.997,-0.019,0.005,-0.072
1597051860329,2020-08-10T12.31.00.329,46.034,0.997,-0.019,0.005,-0.071
1597051860339,2020-08-10T12.31.00.339,46.044,0.997,-0.019,0.005,-0.071
1597051860349,2020-08-10T12.31.00.349,46.054,0.997,-0.018,0.005,-0.071
1597051860358,2020-08-10T12.31.00.358,46.063,0.997,-0.018,0.005,-0.071
1597051860370,2020-08-10T12.31.00.370,46.075,0.997,-0.018,0.005,-0.071
1597051860379,2020-08-10T12.31.00.379,46.084,0.997,-0.018,0.004,-0.071
1597051860389,2020-08-10T12.31.00.389,46.094,0.997,-0.019,0.004,-0.071
1597051860399,2020-08-10T12.31.00.399,46.104,0.997,-0.019,0.004,-0.071
1597051860408,2020-08-10T12.31.00.408,46.113,0.997,-0.019,0.005,-0.071
1597051860418,2020-08-10T12.31.00.418,46.123,0.997,-0.019,0.005,-0.071
1597051860429,2020-08-10T12.31.00.429,46.134,0.997,-0.019,0.005,-0.071
1597051860439,2020-08-10T12.31.00.439,46.144,0.997,-0.019,0.005,-0.071
1597051860449,2020-08-10T12.31.00.449,46.154,0.997,-0.019,0.005,-0.071
1597051860458,2020-08-10T12.31.00.458,46.163,0.997,-0.019,0.005,-0.071
1597051860468,2020-08-10T12.31.00.468,46.173,0.997,-0.019,0.005,-0.071
1597051860478,2020-08-10T12.31.00.478,46.183,0.997,-0.019,0.005,-0.071
1597051860489,2020-08-10T12.31.00.489,46.194,0.997,-0.019,0.005,-0.071
1597051860499,2020-08-10T12.31.00.499,46.204,0.997,-0.019,0.005,-0.071
1597051860508,2020-08-10T12.31.00.508,46.213,0.997,-0.019,0.005,-0.071
1597051860518,2020-08-10T12.31.00.518,46.223,0.997,-0.019,0.005,-0.071
1597051860528,2020-08-10T12.31.00.528,46.233,0.997,-0.019,0.005,-0.071
1597051860538,2020-08-10T12.31.00.538,46.243,0.997,-0.019,0.005,-0.071
1597051860549,2020-08-10T12.31.00.549,46.254,0.997,-0.019,0.006,-0.071
1597051860557,2020-08-10T12.31.00.557,46.262,0.997,-0.019,0.006,-0.071
1597051860568,2020-08-10T12.31.00.568,46.273,0.997,-0.019,0.006,-0.071
1597051860578,2020-08-10T12.31.00.578,46.283,0.997,-0.019,0.006,-0.071
1597051860588,2020-08-10T12.31.00.588,46.293,0.997,-0.019,0.006,-0.071
1597051860598,2020-08-10T12.31.00.598,46.303,0.997,-0.019,0.006,-0.071
1597051860609,2020-08-10T12.31.00.609,46.314,0.997,-0.019,0.006,-0.071
1597051860617,2020-08-10T12.31.00.617,46.322,0.997,-0.019,0.006,-0.071
1597051860628,2020-08-10T12.31.00.628,46.333,0.997,-0.019,0.006,-0.071
1597051860638,2020-08-10T12.31.00.638,46.343,0.997,-0.019,0.006,-0.071
1597051860648,2020-08-10T12.31.00.648,46.353,0.997,-0.019,0.006,-0.071
1597051860658,2020-08-10T12.31.00.658,46.363,0.997,-0.019,0.006,-0.071
1597051860667,2020-08-10T12.31.00.667,46.372,0.997,-0.019,0.006,-0.071
1597051860678,2020-08-10T12.31.00.678,46.383,0.997,-0.019,0.006,-0.071
1597051860688,2020-08-10T12.31.00.688,46.393,0.997,-0.019,0.006,-0.071
1597051860698,2020-08-10T12.31.00.698,46.403,0.997,-0.019,0.006,-0.071
1597051860708,2020-08-10T12.31.00.708,46.413,0.997,-0.019,0.006,-0.071
1597051860717,2020-08-10T12.31.00.717,46.422,0.997,-0.019,0.006,-0.071
1597051860727,2020-08-10T12.31.00.727,46.432,0.997,-0.019,0.006,-0.071
1597051860738,2020-08-10T12.31.00.738,46.443,0.997,-0.019,0.006,-0.071
1597051860748,2020-08-10T12.31.00.748,46.453,0.997,-0.019,0.006,-0.071
1597051860758,2020-08-10T12.31.00.758,46.463,0.997,-0.019,0.006,-0.071
1597051860768,2020-08-10T12.31.00.768,46.473,0.997,-0.019,0.006,-0.071
1597051860777,2020-08-10T12.31.00.777,46.482,0.997,-0.019,0.006,-0.071
1597051860787,2020-08-10T12.31.00.787,46.492,0.997,-0.019,0.006,-0.071
1597051860798,2020-08-10T12.31.00.798,46.503,0.997,-0.019,0.006,-0.071
1597051860808,2020-08-10T12.31.00.808,46.513,0.997,-0.019,0.006,-0.071
1597051860817,2020-08-10T12.31.00.817,46.522,0.997,-0.019,0.006,-0.071
1597051860827,2020-08-10T12.31.00.827,46.532,0.997,-0.019,0.006,-0.071
1597051860837,2020-08-10T12.31.00.837,46.542,0.997,-0.019,0.006,-0.071
1597051860847,2020-08-10T12.31.00.847,46.552,0.997,-0.019,0.006,-0.071
1597051860858,2020-08-10T12.31.00.858,46.563,0.997,-0.019,0.006,-0.071
1597051860868,2020-08-10T12.31.00.868,46.573,0.997,-0.019,0.006,-0.071
1597051860877,2020-08-10T12.31.00.877,46.582,0.997,-0.019,0.006,-0.071
1597051860887,2020-08-10T12.31.00.887,46.592,0.997,-0.019,0.006,-0.071
1597051860897,2020-08-10T12.31.00.897,46.602,0.997,-0.019,0.006,-0.071
1597051860908,2020-08-10T12.31.00.908,46.613,0.997,-0.019,0.007,-0.071
1597051860916,2020-08-10T12.31.00.916,46.621,0.997,-0.019,0.007,-0.071
1597051860928,2020-08-10T12.31.00.928,46.633,0.997,-0.019,0.007,-0.072
1597051860937,2020-08-10T12.31.00.937,46.642,0.997,-0.019,0.007,-0.072
1597051860947,2020-08-10T12.31.00.947,46.652,0.997,-0.019,0.006,-0.072
1597051860957,2020-08-10T12.31.00.957,46.662,0.997,-0.018,0.006,-0.072
1597051860966,2020-08-10T12.31.00.966,46.671,0.997,-0.018,0.006,-0.072
1597051860976,2020-08-10T12.31.00.976,46.681,0.997,-0.018,0.006,-0.072
1597051860987,2020-08-10T12.31.00.987,46.692,0.997,-0.018,0.006,-0.072
1597051860997,2020-08-10T12.31.00.997,46.702,0.997,-0.019,0.006,-0.072
1597051861007,2020-08-10T12.31.01.007,46.712,0.997,-0.019,0.007,-0.072
1597051861016,2020-08-10T12.31.01.016,46.721,0.997,-0.019,0.007,-0.072
1597051861026,2020-08-10T12.31.01.026,46.731,0.997,-0.019,0.007,-0.073
1597051861036,2020-08-10T12.31.01.036,46.741,0.997,-0.019,0.007,-0.073
1597051861047,2020-08-10T12.31.01.047,46.752,0.997,-0.019,0.007,-0.073
1597051861057,2020-08-10T12.31.01.057,46.762,0.997,-0.019,0.007,-0.073
1597051861066,2020-08-10T12.31.01.066,46.771,0.997,-0.019,0.007,-0.073
1597051861076,2020-08-10T12.31.01.076,46.781,0.997,-0.019,0.007,-0.073
1597051861086,2020-08-10T12.31.01.086,46.791,0.997,-0.019,0.007,-0.073
1597051861096,2020-08-10T12.31.01.096,46.801,0.997,-0.019,0.007,-0.073
1597051861107,2020-08-10T12.31.01.107,46.812,0.997,-0.019,0.007,-0.073
1597051861116,2020-08-10T12.31.01.116,46.821,0.997,-0.019,0.007,-0.073
1597051861126,2020-08-10T12.31.01.126,46.831,0.997,-0.019,0.007,-0.073
1597051861136,2020-08-10T12.31.01.136,46.841,0.997,-0.019,0.007,-0.073
1597051861146,2020-08-10T12.31.01.146,46.851,0.997,-0.019,0.007,-0.072
1597051861157,2020-08-10T12.31.01.157,46.862,0.997,-0.018,0.007,-0.072
1597051861167,2020-08-10T12.31.01.167,46.872,0.997,-0.018,0.007,-0.072
1597051861176,2020-08-10T12.31.01.176,46.881,0.997,-0.018,0.007,-0.072
1597051861186,2020-08-10T12.31.01.186,46.891,0.997,-0.019,0.007,-0.072
1597051861196,2020-08-10T12.31.01.196,46.901,0.997,-0.019,0.007,-0.072
1597051861206,2020-08-10T12.31.01.206,46.911,0.997,-0.019,0.007,-0.072
1597051861217,2020-08-10T12.31.01.217,46.922,0.997,-0.019,0.007,-0.072
1597051861225,2020-08-10T12.31.01.225,46.930,0.997,-0.019,0.007,-0.072
1597051861236,2020-08-10T12.31.01.236,46.941,0.997,-0.019,0.007,-0.072
1597051861246,2020-08-10T12.31.01.246,46.951,0.997,-0.019,0.007,-0.072
1597051861256,2020-08-10T12.31.01.256,46.961,0.997,-0.019,0.007,-0.072
1597051861266,2020-08-10T12.31.01.266,46.971,0.997,-0.019,0.007,-0.072
1597051861275,2020-08-10T12.31.01.275,46.980,0.997,-0.019,0.007,-0.072
1597051861285,2020-08-10T12.31.01.285,46.990,0.997,-0.019,0.007,-0.072
1597051861296,2020-08-10T12.31.01.296,47.001,0.997,-0.019,0.007,-0.072
1597051861306,2020-08-10T12.31.01.306,47.011,0.997,-0.019,0.007,-0.072
1597051861316,2020-08-10T12.31.01.316,47.021,0.997,-0.019,0.007,-0.072
1597051861325,2020-08-10T12.31.01.325,47.030,0.997,-0.019,0.007,-0.072
1597051861335,2020-08-10T12.31.01.335,47.040,0.997,-0.019,0.007,-0.072
1597051861346,2020-08-10T12.31.01.346,47.051,0.997,-0.019,0.007,-0.072
1597051861356,2020-08-10T12.31.01.356,47.061,0.997,-0.019,0.007,-0.072
1597051861366,2020-08-10T12.31.01.366,47.071,0.997,-0.019,0.007,-0.072
1597051861375,2020-08-10T12.31.01.375,47.080,0.997,-0.019,0.007,-0.072
1597051861385,2020-08-10T12.31.01.385,47.090,0.997,-0.019,0.007,-0.072
1597051861395,2020-08-10T12.31.01.395,47.100,0.997,-0.019,0.007,-0.072
1597051861406,2020-08-10T12.31.01.406,47.111,0.997,-0.019,0.007,-0.072
1597051861416,2020-08-10T12.31.01.416,47.121,0.997,-0.018,0.007,-0.072
1597051861425,2020-08-10T12.31.01.425,47.130,0.997,-0.018,0.006,-0.073
1597051861435,2020-08-10T12.31.01.435,47.140,0.997,-0.018,0.006,-0.073
1597051861445,2020-08-10T12.31.01.445,47.150,0.997,-0.018,0.006,-0.073
1597051861455,2020-08-10T12.31.01.455,47.160,0.997,-0.018,0.006,-0.073
1597051861466,2020-08-10T12.31.01.466,47.171,0.997,-0.018,0.006,-0.073
1597051861474,2020-08-10T12.31.01.474,47.179,0.997,-0.018,0.006,-0.073
1597051861485,2020-08-10T12.31.01.485,47.190,0.997,-0.018,0.006,-0.073
1597051861495,2020-08-10T12.31.01.495,47.200,0.997,-0.018,0.006,-0.073
1597051861505,2020-08-10T12.31.01.505,47.210,0.997,-0.018,0.005,-0.073
1597051861515,2020-08-10T12.31.01.515,47.220,0.997,-0.017,0.005,-0.073
1597051861526,2020-08-10T12.31.01.526,47.231,0.997,-0.017,0.005,-0.073
1597051861534,2020-08-10T12.31.01.534,47.239,0.997,-0.017,0.005,-0.073
1597051861545,2020-08-10T12.31.01.545,47.250,0.997,-0.017,0.005,-0.073
1597051861555,2020-08-10T12.31.01.555,47.260,0.997,-0.017,0.006,-0.073
1597051861565,2020-08-10T12.31.01.565,47.270,0.997,-0.017,0.006,-0.073
1597051861574,2020-08-10T12.31.01.574,47.279,0.997,-0.017,0.006,-0.073
1597051861584,2020-08-10T12.31.01.584,47.289,0.997,-0.017,0.006,-0.072
1597051861595,2020-08-10T12.31.01.595,47.300,0.997,-0.017,0.006,-0.072
1597051861605,2020-08-10T12.31.01.605,47.310,0.997,-0.017,0.006,-0.072
1597051861615,2020-08-10T12.31.01.615,47.320,0.997,-0.017,0.006,-0.072
1597051861625,2020-08-10T12.31.01.625,47.330,0.997,-0.017,0.006,-0.072
